,Glacier ID,Political Unit,Continent,Basin Code,Location Code,Glacier Code,Glacier Name,Latitude,Longitude,Primary Class,Glacier Source,Glacier Form,Glacier Activity,Minimum Elevation,Minimum Elevation Exposed,Mean Elevation,Maximum Elevation,Snow Line Elevation,Snow Line Accuracy,Glacier Area,Area Accuracy,Area Exposed,Mean Width,Mean Length,Maximum Length,Maximum Length Exposed,Mean Depth,Depth Accuracy,Accumulation Orientation,Ablation Orientation,Topographic Map Year,Topographic Map Scale,Photograph Year
7836,BT5O240A0006,BHUTAN,ASIA,O240,A0,6,ZHENXIELI,28.241,90.296,6.0,1.0,3.0,1.0,5730.0,5730.0,6272.0,6814.0,6130.0,2.0,2.85,1.0,2.85,1.2,3.6,4.1,4.1,62.0,2.0,NW,NW,1982.0,110000.0,1980.0
22743,CA2S011H0020,CANADA,NORTH AMERICA,S011,H0,20,WILCOX GLACIER,76.175,-80.755,4.0,1.0,0.0,4.0,0.0,0.0,822.0,1165.0,845.0,4.0,116.54,3.0,112.82,3.3,29.3,29.3,29.3,250.0,4.0,S,S,1967.0,250000.0,1959.0
22768,CA2S011H0250,CANADA,NORTH AMERICA,S011,H0,250,CORY GLACIER,76.26,-79.96,4.0,1.0,0.0,4.0,0.0,0.0,805.0,1176.0,750.0,4.0,118.43,3.0,116.78,4.8,21.1,21.1,15.4,350.0,4.0,S,S,1967.0,250000.0,1959.0
22949,CA2S017H0020,CANADA,NORTH AMERICA,S017,H0,20,LEFFERT GLACIER,78.697,-75.655,4.0,1.0,2.0,4.0,0.0,0.0,980.0,1762.0,1100.0,4.0,582.97,3.0,582.59,9.2,59.8,59.8,59.8,450.0,4.0,E,E,1967.0,250000.0,1959.0
22973,CA2S017I0040,CANADA,NORTH AMERICA,S017,I0,40,WYVILLE THOMSON,78.393,-75.297,4.0,1.0,3.0,5.0,0.0,0.0,392.0,930.0,305.0,4.0,19.99,3.0,21.83,1.9,10.6,10.6,10.6,250.0,4.0,NE,NE,1967.0,250000.0,1959.0
22981,CA2S017I0120,CANADA,NORTH AMERICA,S017,I0,120,TANQUARY GLACIER,78.458,-76.167,5.0,1.0,1.0,4.0,0.0,0.0,765.0,1658.0,640.0,4.0,300.57,3.0,296.52,4.8,32.0,32.0,32.0,450.0,4.0,NE,NE,1967.0,250000.0,1959.0
23001,CA2S017I0320,CANADA,NORTH AMERICA,S017,I0,320,EKBLAW GLACIER,78.5,-77.0,5.0,1.0,1.0,4.0,0.0,0.0,1134.0,1932.0,457.0,4.0,333.21,3.0,331.11,12.5,70.0,70.0,70.0,600.0,4.0,E,E,1967.0,250000.0,1959.0
23004,CA2S017I0350,CANADA,NORTH AMERICA,S017,I0,350,SMALL GLACIER,78.553,-76.535,4.0,1.0,3.0,4.0,155.0,155.0,1133.0,1250.0,830.0,4.0,17.08,3.0,17.08,1.8,9.4,9.4,9.4,150.0,4.0,S,S,1967.0,250000.0,1959.0
23006,CA2S017I0370,CANADA,NORTH AMERICA,S017,I0,370,GREEN GLACIER,78.575,-76.363,4.0,1.0,3.0,4.0,0.0,0.0,1123.0,1220.0,932.0,4.0,26.37,3.0,26.37,2.7,10.1,10.1,10.1,250.0,4.0,S,S,1967.0,250000.0,1959.0
23009,CA2S017I0400,CANADA,NORTH AMERICA,S017,I0,400,ALLEN GLACIER,78.572,-76.18,4.0,1.0,3.0,4.0,0.0,0.0,1004.0,1143.0,900.0,4.0,26.14,3.0,26.14,3.4,10.3,10.3,10.3,250.0,4.0,S,S,1967.0,250000.0,1959.0
23012,CA2S017I0430,CANADA,NORTH AMERICA,S017,I0,430,MACMILLAN GLACIE,78.543,-75.872,4.0,1.0,3.0,4.0,0.0,0.0,865.0,1234.0,975.0,4.0,163.58,3.0,162.37,9.5,21.4,21.4,21.4,350.0,4.0,S,SE,1967.0,250000.0,1959.0
23014,CA2S017I0450,CANADA,NORTH AMERICA,S017,I0,450,ALFRED NEWTON GL,78.577,-74.982,4.0,1.0,3.0,3.0,0.0,0.0,582.0,934.0,660.0,4.0,72.62,3.0,72.62,4.2,16.0,16.0,16.0,250.0,4.0,E,E,1967.0,250000.0,1959.0
23073,CA2S017K0220,CANADA,NORTH AMERICA,S017,K0,220,WYKEHAM/TALBOT G,77.905,-78.5,4.0,1.0,1.0,4.0,0.0,0.0,588.0,1652.0,490.0,4.0,668.96,3.0,668.96,5.0,52.5,52.5,52.5,600.0,4.0,E,E,1967.0,250000.0,1959.0
23074,CA2S017K0230,CANADA,NORTH AMERICA,S017,K0,230,TRINITY/TALBOT G,77.95,-78.417,4.0,1.0,1.0,4.0,0.0,0.0,1058.0,1844.0,300.0,4.0,369.97,3.0,369.97,8.3,63.3,63.3,63.3,600.0,4.0,SE,SE,1967.0,250000.0,1959.0
23077,CA2S017K0260,CANADA,NORTH AMERICA,S017,K0,260,TALBOT GLACIER,77.902,-78.25,5.0,1.0,1.0,4.0,0.0,0.0,709.0,1225.0,470.0,4.0,157.14,3.0,156.25,5.0,23.6,23.6,23.6,300.0,4.0,S,S,1967.0,250000.0,1959.0
27605,CL1M005C0008,CHILE,SOUTH AMERICA,M005,C0,8,LOMA LARGA,-33.689,-70.00399999999999,5.0,1.0,1.0,1.0,3290.0,3323.0,4090.0,4650.0,4213.0,3.0,10.37,2.0,2.68,1.4,7.2,7.7,6.0,155.0,3.0,S,SW,1955.0,50000.0,1955.0
27608,CL1M005C0011,CHILE,SOUTH AMERICA,M005,C0,11,CORTADERAS,-33.713,-69.997,5.0,1.0,2.0,2.0,3595.0,3595.0,4295.0,5100.0,4641.0,3.0,1.87,2.0,1.6,0.6,2.5,3.7,3.7,65.0,3.0,SW,SW,1956.0,50000.0,1956.0
27617,CL1M005C0020,CHILE,SOUTH AMERICA,M005,C0,20,MARMOLEJO,-33.732,-69.895,5.0,1.0,2.0,2.0,3750.0,4084.0,4765.0,6050.0,4686.0,3.0,11.47,2.0,10.81,1.6,5.2,7.6,6.6,155.0,3.0,SW,SW,1956.0,150000.0,1956.0
27730,CL1M005D0044,CHILE,SOUTH AMERICA,M005,D0,44,CASA DE PIEDRA,-33.55,-70.036,9.0,2.0,2.0,2.0,3005.0,3557.0,3376.0,3860.0,3335.0,3.0,1.06,2.0,0.21,0.4,2.6,3.2,0.8,65.0,3.0,S,S,1955.0,50000.0,1955.0
27740,CL1M005D0054,CHILE,SOUTH AMERICA,M005,D0,54,YEGUAS MUERTAS,-33.536,-69.972,5.0,1.0,1.0,2.0,3500.0,3726.0,3824.0,4610.0,3840.0,3.0,2.61,2.0,1.23,1.0,2.3,3.0,1.7,90.0,3.0,S,S,1956.0,50000.0,1956.0
27752,CL1M005D0066,CHILE,SOUTH AMERICA,M005,D0,66,BELLO,-33.523,-69.944,5.0,1.0,2.0,3.0,3870.0,3870.0,4341.0,5000.0,4408.0,3.0,4.82,2.0,4.54,1.3,3.1,4.3,4.3,90.0,3.0,S,SE,1956.0,50000.0,1956.0
27753,CL1M005D0067,CHILE,SOUTH AMERICA,M005,D0,67,DEL YESO,-33.527,-69.915,5.0,1.0,3.0,2.0,3750.0,3750.0,4268.0,5145.0,4217.0,3.0,3.08,2.0,2.85,0.8,2.6,4.1,4.0,90.0,3.0,SE,SW,1956.0,50000.0,1956.0
27755,CL1M005D0069,CHILE,SOUTH AMERICA,M005,D0,69,DEL PIRAMIDE,-33.549,-69.889,9.0,2.0,2.0,2.0,3679.0,4208.0,4112.0,4997.0,4132.0,3.0,4.88,2.0,0.1,0.7,5.2,6.8,0.7,90.0,3.0,S,S,1956.0,150000.0,1956.0
27783,CL1M005D0097,CHILE,SOUTH AMERICA,M005,D0,97,DEL MESON ALTO,-33.681999999999995,-70.031,6.0,1.0,2.0,3.0,3560.0,3560.0,4437.0,4870.0,4264.0,3.0,1.67,2.0,1.67,0.6,2.6,2.9,2.9,65.0,3.0,SW,SW,1955.0,50000.0,1955.0
27833,CL1M005F0046,CHILE,SOUTH AMERICA,M005,F0,46,DEL QUEBRADO,-33.306,-69.94,9.0,2.0,3.0,0.0,3149.0,3950.0,3772.0,4971.0,3954.0,3.0,6.74,2.0,0.74,0.6,6.6,7.1,1.4,120.0,3.0,S,S,1956.0,150000.0,1956.0
27838,CL1M005F0051,CHILE,SOUTH AMERICA,M005,F0,51,DEL PERDIDO,-33.281,-69.91,9.0,2.0,1.0,0.0,3290.0,3950.0,3802.0,5327.0,3903.0,3.0,9.39,2.0,1.62,2.1,4.6,5.6,1.4,120.0,3.0,S,SE,1956.0,150000.0,1956.0
27878,CL1M005F0091,CHILE,SOUTH AMERICA,M005,F0,91,DEL MUSEO,-33.507,-69.88,5.0,1.0,1.0,0.0,3615.0,4450.0,4228.0,5600.0,4439.0,3.0,13.61,2.0,8.21,1.7,7.2,7.7,4.6,155.0,3.0,NW,NW,1956.0,50000.0,1956.0
27948,CL1M005G0016,CHILE,SOUTH AMERICA,M005,G0,16,ESMERALDA,-33.217,-70.194,6.0,1.0,2.0,0.0,3700.0,3700.0,4402.0,5360.0,4402.0,3.0,4.82,2.0,4.82,1.0,4.1,5.2,5.2,90.0,3.0,E,E,1955.0,50000.0,1955.0
27955,CL1M005G0023,CHILE,SOUTH AMERICA,M005,G0,23,OLIVARES ALFA,-33.172,-70.215,5.0,1.0,1.0,0.0,3750.0,3750.0,4438.0,5120.0,4380.0,3.0,17.61,2.0,16.09,3.9,5.2,7.0,7.0,155.0,3.0,NE,NE,1955.0,50000.0,1955.0
27960,CL1M005G0028,CHILE,SOUTH AMERICA,M005,G0,28,OLIVARES BETA,-33.137,-70.192,5.0,1.0,1.0,0.0,3376.0,3376.0,4143.0,4900.0,4143.0,3.0,10.51,2.0,10.49,2.2,4.9,6.6,6.6,155.0,3.0,SW,SW,1955.0,50000.0,1955.0
27961,CL1M005G0029,CHILE,SOUTH AMERICA,M005,G0,29,OLIVARES GAMMA,-33.113,-70.167,5.0,1.0,1.0,0.0,3217.0,3217.0,4098.0,5020.0,4098.0,3.0,14.8,2.0,14.7,2.2,6.6,7.9,7.9,155.0,3.0,S,S,1955.0,50000.0,1955.0
27965,CL1M005G0033,CHILE,SOUTH AMERICA,M005,G0,33,JUNCAL SUR,-33.107,-70.111,5.0,1.0,1.0,0.0,2608.0,2608.0,3809.0,5860.0,3938.0,3.0,27.66,2.0,27.27,2.2,10.5,14.6,14.6,200.0,3.0,S,S,1955.0,50000.0,1955.0
27980,CL1M005G0048,CHILE,SOUTH AMERICA,M005,G0,48,RISOPATRON,-33.128,-70.072,5.0,1.0,1.0,0.0,2647.0,2700.0,3935.0,5596.0,4210.0,3.0,6.88,2.0,6.41,1.7,3.6,5.4,5.2,120.0,3.0,W,W,1956.0,150000.0,1955.0
29234,CN5K443D0031,CHINA,ASIA,K443,D0,31,LONGXIAZAILONGBA,33.132,92.075,5.0,1.0,2.0,0.0,5240.0,5240.0,5620.0,6000.0,5560.0,2.0,19.35,1.0,19.35,2.8,6.8,7.0,7.0,118.0,2.0,W,W,1974.0,100000.0,1969.0
29241,CN5K443D0038,CHINA,ASIA,K443,D0,38,DONGKEMADI,33.098,92.08200000000001,5.0,1.0,2.0,0.0,5280.0,5280.0,5680.0,6104.0,5600.0,2.0,16.52,1.0,16.52,3.1,5.3,5.4,5.4,112.0,2.0,S,S,1974.0,100000.0,1969.0
29243,CN5K443D0040,CHINA,ASIA,K443,D0,40,LONGNIYAMAIGANGNALOU,33.097,92.117,5.0,1.0,2.0,0.0,5300.0,5300.0,5640.0,5955.0,5620.0,2.0,6.15,1.0,6.15,1.2,5.0,5.1,5.1,80.0,2.0,SE,S,1974.0,100000.0,1969.0
29362,CN5K444B0064,CHINA,ASIA,K444,B0,64,GANGJIAQUBA,33.479,91.198,5.0,1.0,2.0,0.0,5300.0,5300.0,5840.0,6621.0,5820.0,2.0,37.44,1.0,37.44,3.5,10.6,10.8,10.8,146.0,2.0,E,E,1976.0,100000.0,1969.0
29411,CN5K451F0030,CHINA,ASIA,K451,F0,30,JIANGGUDIRUBEICE,33.479,91.1,5.0,1.0,2.0,0.0,5400.0,5400.0,5820.0,6543.0,5820.0,2.0,31.4,1.0,31.4,3.1,10.0,10.1,10.1,138.0,2.0,W,SW,1976.0,100000.0,1969.0
29414,CN5K451F0033,CHINA,ASIA,K451,F0,33,JIANGGUDIRUNANCE,33.442,91.132,5.0,1.0,2.0,0.0,5395.0,5395.0,5860.0,6543.0,5840.0,2.0,34.77,1.0,34.77,2.9,12.1,12.4,12.4,143.0,2.0,SW,W,1976.0,100000.0,1969.0
29872,CN5K612D0043,CHINA,ASIA,K612,D0,43,XIAOGONGBA,29.614,101.85700000000001,5.0,2.0,3.0,2.0,4140.0,4140.0,4900.0,6800.0,4760.0,2.0,6.46,1.0,6.46,0.9,6.8,6.9,6.9,82.0,2.0,W,SW,1971.0,100000.0,1966.0
29873,CN5K612D0044,CHINA,ASIA,K612,D0,44,DAGONGBA,29.584,101.869,5.0,2.0,2.0,2.0,3660.0,4140.0,5100.0,6684.0,4880.0,2.0,20.21,1.0,17.91,1.8,11.0,11.0,8.1,120.0,2.0,NW,W,1971.0,100000.0,1966.0
29888,CN5K612F0003,CHINA,ASIA,K612,F0,3,HAILUOGOU,29.594,101.946,5.0,0.0,2.0,2.0,2980.0,2980.0,5100.0,7556.0,4880.0,2.0,25.71,1.0,25.71,2.0,13.0,13.1,13.1,130.0,2.0,SE,SE,1971.0,100000.0,1966.0
29893,CN5K612F0008,CHINA,ASIA,K612,F0,8,MOZIGOU,29.634,101.96700000000001,5.0,0.0,2.0,2.0,3600.0,3600.0,5700.0,6886.0,5240.0,2.0,26.76,1.0,26.76,2.3,11.6,11.6,11.6,131.0,2.0,SE,NE,1971.0,100000.0,1966.0
29898,CN5K612F0013,CHINA,ASIA,K612,F0,13,YANZIGOU,29.636,101.891,5.0,0.0,2.0,2.0,3680.0,3680.0,5200.0,7556.0,4840.0,2.0,32.15,1.0,32.15,3.1,10.3,10.5,10.5,139.0,2.0,N,NE,1971.0,100000.0,1966.0
30084,CN5L222B0009,CHINA,ASIA,L222,B0,9,NAINUOGERU,28.46,98.73299999999999,5.0,1.0,2.0,0.0,2700.0,2700.0,5200.0,6740.0,4740.0,3.0,12.55,2.0,12.55,1.1,11.0,11.5,11.5,102.0,3.0,NE,E,1971.0,50000.0,1980.0
30085,CN5L222B0010,CHINA,ASIA,L222,B0,10,SENCENGBAO,28.491999999999997,98.719,5.0,1.0,2.0,0.0,3080.0,3080.0,5100.0,6340.0,4660.0,3.0,10.67,2.0,10.67,1.3,8.5,8.7,8.7,97.0,3.0,NE,E,1971.0,50000.0,1980.0
30578,CN5N223C0016,CHINA,ASIA,N223,C0,16,ZAYU,28.98,97.64,5.0,0.0,2.0,0.0,4200.0,4200.0,5000.0,5786.0,4960.0,3.0,11.64,1.0,11.64,2.1,5.6,5.8,5.8,100.0,2.0,SE,SE,1971.0,100000.0,1968.0
31049,CN5N224B0116,CHINA,ASIA,N224,B0,116,KUANGZA,29.754,96.529,5.0,1.0,2.0,0.0,4840.0,4840.0,5320.0,5704.0,5320.0,2.0,17.93,1.0,17.93,2.1,8.5,8.7,8.7,115.0,2.0,NW,N,1971.0,100000.0,1968.0
31084,CN5N224E0012,CHINA,ASIA,N224,E0,12,ZUIMA,29.839000000000002,96.456,5.0,1.0,2.0,0.0,4680.0,4680.0,5120.0,5600.0,5120.0,2.0,5.22,1.0,5.22,1.3,4.1,4.2,4.2,76.0,2.0,NE,NE,1971.0,100000.0,1968.0
31699,CN5N234C0003,CHINA,ASIA,N234,C0,3,JIANGMEIERGANGGALOU,32.74,92.258,6.0,1.0,2.0,0.0,5340.0,5340.0,5560.0,5800.0,5540.0,2.0,4.29,1.0,4.29,1.3,3.2,3.2,3.2,71.0,2.0,W,W,1974.0,100000.0,1969.0
32072,CN5N236I0001,CHINA,ASIA,N236,I0,1,ZUXUEHUI,31.828000000000003,94.675,5.0,0.0,1.0,0.0,4200.0,4200.0,5700.0,6316.0,5440.0,2.0,35.12,1.0,35.12,3.0,11.6,11.8,11.8,143.0,2.0,SW,S,1975.0,100000.0,1968.0
32076,CN5N236I0005,CHINA,ASIA,N236,I0,5,POGE,31.796999999999997,94.73299999999999,5.0,1.0,1.0,0.0,4140.0,4140.0,5800.0,6328.0,5460.0,2.0,22.65,1.0,22.65,2.2,10.5,10.6,10.6,124.0,2.0,S,S,1975.0,100000.0,1968.0
32180,CN5N241E0041,CHINA,ASIA,N241,E0,41,DONGPIJIA,31.83,94.79299999999999,5.0,0.0,2.0,0.0,4780.0,4780.0,5320.0,6230.0,5260.0,2.0,10.81,1.0,10.81,1.7,6.5,6.7,6.7,97.0,2.0,NE,N,1975.0,100000.0,1968.0
32182,CN5N241E0043,CHINA,ASIA,N241,E0,43,PIJIA,31.87,94.766,5.0,0.0,2.0,0.0,4600.0,4600.0,5480.0,6328.0,5360.0,2.0,14.45,1.0,14.45,1.9,7.5,7.6,7.6,107.0,2.0,NE,NE,1975.0,100000.0,1968.0
32184,CN5N241E0045,CHINA,ASIA,N241,E0,45,XIPIJIA,31.86,94.73700000000001,5.0,0.0,2.0,0.0,4760.0,4760.0,5600.0,6300.0,5320.0,2.0,9.74,1.0,9.74,1.4,7.2,7.4,7.4,94.0,2.0,N,NE,1975.0,100000.0,1968.0
32190,CN5N241E0051,CHINA,ASIA,N241,E0,51,ZHONGGEIMANONG,31.879,94.70200000000001,5.0,0.0,2.0,0.0,4630.0,4630.0,5400.0,6316.0,5280.0,2.0,16.78,1.0,16.78,2.1,8.0,8.1,8.1,113.0,2.0,N,N,1975.0,100000.0,1968.0
32438,CN5N253I0006,CHINA,ASIA,N253,I0,6,MANGKUANG,28.51,98.633,5.0,1.0,2.0,0.0,4110.0,4110.0,5400.0,6509.0,5280.0,2.0,5.42,1.0,5.42,1.1,5.0,5.3,5.3,77.0,2.0,S,S,1975.0,50000.0,1966.0
32442,CN5N253I0010,CHINA,ASIA,N253,I0,10,GONGSENLONGBA,28.468000000000004,98.68700000000001,5.0,0.0,2.0,0.0,3920.0,3920.0,4900.0,6740.0,4580.0,3.0,16.02,1.0,16.02,1.8,9.1,9.6,9.6,111.0,3.0,W,W,1975.0,50000.0,1966.0
32444,CN5N253I0012,CHINA,ASIA,N253,I0,12,GEDANILONGBA,28.44,98.603,5.0,1.0,3.0,0.0,4380.0,4380.0,5100.0,5776.0,4920.0,3.0,2.94,1.0,2.94,1.0,3.0,3.1,3.1,62.0,2.0,NE,NE,1975.0,50000.0,1966.0
32475,CN5O173BB006,CHINA,ASIA,O173,BB,6,ZANWA,30.008000000000003,81.217,7.0,1.0,2.0,1.0,4850.0,4850.0,5240.0,5633.0,5050.0,2.0,0.81,1.0,0.81,1.3,1.0,1.5,1.5,39.0,2.0,N,N,1980.0,50000.0,1978.0
32479,CN5O173BB010,CHINA,ASIA,O173,BB,10,ZHUSE,30.031,81.142,5.0,2.0,1.0,1.0,4392.0,4392.0,4900.0,6744.0,5050.0,2.0,18.23,1.0,7.65,4.2,7.5,12.4,7.3,116.0,2.0,E,NE,1980.0,50000.0,1978.0
32489,CN5O173BB020,CHINA,ASIA,O173,BB,20,JIQINGZHUBU,30.06,81.113,5.0,2.0,1.0,1.0,5000.0,5060.0,5872.0,6744.0,5285.0,2.0,7.35,1.0,7.35,2.6,4.0,6.2,6.2,85.0,2.0,N,N,1980.0,50000.0,1978.0
32494,CN5O173BB025,CHINA,ASIA,O173,BB,25,JIAQIONG,30.121,81.096,6.0,1.0,2.0,1.0,5990.0,5990.0,6140.0,6388.0,5430.0,2.0,4.4,1.0,4.4,1.2,2.2,3.6,3.6,72.0,2.0,NE,NE,1980.0,50000.0,1978.0
32495,CN5O173BB026,CHINA,ASIA,O173,BB,26,LASHA,30.149,81.08800000000001,6.0,1.0,3.0,2.0,5030.0,5030.0,5610.0,6189.0,5670.0,2.0,0.79,1.0,0.79,0.5,1.8,2.0,2.0,38.0,2.0,SE,SE,1980.0,50000.0,1978.0
32561,CN5O173BC001,CHINA,ASIA,O173,BC,1,GUNALA,30.473000000000003,81.355,6.0,1.0,4.0,2.0,5740.0,5740.0,6320.0,6902.0,6070.0,3.0,4.79,2.0,14.79,1.2,3.0,4.3,4.3,74.0,3.0,N,NW,1980.0,50000.0,1978.0
32569,CN5O173BC009,CHINA,ASIA,O173,BC,9,NAMUNANI,30.451999999999998,81.273,5.0,2.0,3.0,2.0,5615.0,5615.0,6655.0,7694.0,6050.0,3.0,5.04,2.0,5.04,1.4,4.5,6.0,6.0,75.0,3.0,NW,NW,1980.0,50000.0,1978.0
32578,CN5O173BC018,CHINA,ASIA,O173,BC,18,XINAMUNANI,30.428,81.26899999999999,5.0,2.0,2.0,1.0,5410.0,5410.0,6552.0,7694.0,5328.0,3.0,8.2,1.0,8.2,2.0,5.9,6.4,6.4,89.0,3.0,W,W,1980.0,50000.0,1978.0
32585,CN5O173BC025,CHINA,ASIA,O173,BC,25,NANNAMUNANI,30.38,81.303,5.0,2.0,3.0,1.0,5315.0,5710.0,6369.0,7422.0,5915.0,2.0,7.6,2.0,7.6,1.7,3.5,7.3,7.3,86.0,3.0,SE,S,1980.0,50000.0,1978.0
32643,CN5O173BC083,CHINA,ASIA,O173,BC,83,GANGZHUBENG,30.238000000000003,81.381,5.0,1.0,3.0,1.0,5390.0,5390.0,5820.0,6422.0,5770.0,3.0,4.5,2.0,4.5,0.9,4.8,5.0,5.0,72.0,3.0,S,W,1980.0,50000.0,1978.0
32652,CN5O173BC092,CHINA,ASIA,O173,BC,92,GANGGUONA,30.212,81.391,5.0,1.0,3.0,1.0,5196.0,5196.0,5698.0,6200.0,5480.0,3.0,3.27,2.0,3.27,1.0,4.3,4.3,4.3,65.0,3.0,S,SW,1980.0,50000.0,1978.0
32663,CN5O184B0010,CHINA,ASIA,O184,B0,10,GUDANG,28.623,84.758,5.0,1.0,3.0,2.0,4520.0,4520.0,5392.0,6264.0,5620.0,2.0,6.05,1.0,6.05,1.6,3.8,4.0,4.0,80.0,2.0,NE,N,1980.0,50000.0,1974.0
32669,CN5O184B0016,CHINA,ASIA,O184,B0,16,SANGDUO,28.645,84.725,6.0,2.0,5.0,2.0,4836.0,4836.0,5586.0,6335.0,5160.0,2.0,4.63,1.0,4.63,1.3,3.5,3.5,3.5,73.0,2.0,NE,N,1980.0,50000.0,1974.0
32685,CN5O184B0032,CHINA,ASIA,O184,B0,32,JIALAKANG,28.74,84.581,5.0,1.0,4.0,2.0,5198.0,5198.0,5780.0,6362.0,5900.0,2.0,1.4,1.0,1.4,0.8,3.0,3.3,3.3,48.0,2.0,E,E,1980.0,50000.0,1974.0
32692,CN5O184B0039,CHINA,ASIA,O184,B0,39,BAIBUBU,28.763,84.48299999999999,5.0,2.0,3.0,2.0,5100.0,5100.0,5950.0,6800.0,5850.0,2.0,12.05,1.0,12.05,2.2,5.4,5.8,5.8,101.0,2.0,NE,NE,1980.0,50000.0,1974.0
32763,CN5O184B0110,CHINA,ASIA,O184,B0,110,ZHANGWOMA,28.736,85.10799999999999,6.0,1.0,4.0,2.0,5190.0,5300.0,5781.0,6372.0,5650.0,2.0,4.05,1.0,4.05,2.5,2.0,2.0,2.0,70.0,2.0,N,NW,1980.0,50000.0,1974.0
32776,CN5O184B0123,CHINA,ASIA,O184,B0,123,BAMA,28.594,84.964,5.0,1.0,4.0,1.0,4650.0,4872.0,5475.0,6300.0,5060.0,2.0,5.4,1.0,4.08,2.5,4.5,4.5,4.5,77.0,2.0,NW,N,1980.0,50000.0,1974.0
32787,CN5O184B0134,CHINA,ASIA,O184,B0,134,GELONGBA,28.598000000000003,84.911,5.0,2.0,4.0,3.0,4720.0,4720.0,5445.0,6169.0,4950.0,2.0,3.57,1.0,3.57,1.1,3.2,3.2,3.2,67.0,2.0,N,N,1980.0,50000.0,1974.0
32797,CN5O185A0020,CHINA,ASIA,O185,A0,20,SANGQING,28.375999999999998,85.148,5.0,2.0,2.0,2.0,4183.0,4183.0,5806.0,7429.0,5700.0,2.0,36.75,1.0,30.35,6.5,7.2,7.3,7.3,146.0,2.0,E,SE,1980.0,50000.0,1974.0
32820,CN5O185B0012,CHINA,ASIA,O185,B0,12,PUYONG,28.399,85.205,6.0,1.0,3.0,2.0,3979.0,3979.0,5328.0,6676.0,4930.0,2.0,8.55,1.0,8.55,2.0,4.2,4.2,4.2,90.0,2.0,NE,NE,1980.0,50000.0,1974.0
32826,CN5O185B0018,CHINA,ASIA,O185,B0,18,BAIWU,28.416999999999998,85.131,5.0,1.0,3.0,2.0,3640.0,3640.0,5535.0,7429.0,4880.0,2.0,13.0,1.0,13.0,2.1,7.5,7.5,7.5,104.0,2.0,N,NE,1980.0,50000.0,1974.0
32829,CN5O185B0021,CHINA,ASIA,O185,B0,21,KONGJIU,28.458000000000002,85.131,6.0,1.0,3.0,2.0,4040.0,4040.0,5143.0,6245.0,5150.0,2.0,5.2,1.0,5.2,1.6,3.8,3.8,3.8,76.0,2.0,E,NE,1980.0,50000.0,1974.0
32838,CN5O185B0030,CHINA,ASIA,O185,B0,30,ZHUORANGHAGEN,28.515,85.17299999999999,5.0,2.0,3.0,2.0,3700.0,3700.0,5184.0,6668.0,5370.0,2.0,8.72,1.0,8.72,1.6,5.1,5.1,5.1,91.0,2.0,NE,E,1980.0,50000.0,1974.0
32850,CN5O185B0042,CHINA,ASIA,O185,B0,42,WOBULONG,28.67,85.14200000000001,5.0,1.0,4.0,2.0,4840.0,4840.0,5445.0,6049.0,5112.0,2.0,2.25,1.0,2.25,0.8,3.5,3.5,3.5,57.0,2.0,NE,NE,1980.0,50000.0,1974.0
32872,CN5O185B0064,CHINA,ASIA,O185,B0,64,WOBA,28.774,85.06,5.0,1.0,4.0,0.0,5239.0,5239.0,5647.0,6055.0,5458.0,2.0,2.18,1.0,2.18,1.0,2.4,2.4,2.4,56.0,2.0,NW,NE,1980.0,50000.0,1974.0
32918,CN5O185C0017,CHINA,ASIA,O185,C0,17,WEISAPU,28.642,85.416,5.0,1.0,3.0,1.0,4680.0,4680.0,5724.0,6767.0,5550.0,2.0,7.9,1.0,7.9,0.9,9.2,9.2,4.3,88.0,2.0,NW,W,1980.0,50000.0,1974.0
32922,CN5O185C0021,CHINA,ASIA,O185,C0,21,CHACANGPU,28.619,85.389,5.0,1.0,3.0,0.0,5100.0,5100.0,5501.0,5901.0,5345.0,2.0,4.25,1.0,4.25,1.0,4.4,4.4,4.4,71.0,2.0,NW,NW,1980.0,50000.0,1974.0
32925,CN5O185C0024,CHINA,ASIA,O185,C0,24,LASUOSA,28.598000000000003,85.37700000000001,5.0,1.0,3.0,1.0,5080.0,5080.0,5899.0,6717.0,5490.0,2.0,4.9,1.0,4.9,1.0,4.8,5.2,5.2,74.0,2.0,NW,NW,1980.0,50000.0,1974.0
32935,CN5O185C0034,CHINA,ASIA,O185,C0,34,NIANBANONG,28.573,85.36,6.0,1.0,4.0,0.0,5119.0,5119.0,5918.0,6717.0,5530.0,2.0,5.25,1.0,5.25,1.2,4.5,4.5,4.5,76.0,2.0,W,SW,1980.0,50000.0,1974.0
32956,CN5O185C0055,CHINA,ASIA,O185,C0,55,ANGDANG,28.493000000000002,85.31,6.0,2.0,3.0,0.0,4340.0,4340.0,5129.0,5917.0,5350.0,2.0,11.25,1.0,11.25,1.9,6.0,6.0,6.0,99.0,2.0,SW,SW,1980.0,50000.0,1974.0
32980,CN5O185D0013,CHINA,ASIA,O185,D0,13,NALICUOMAI,28.551,85.402,5.0,2.0,2.0,2.0,4635.0,4635.0,5676.0,6717.0,5503.0,2.0,16.81,1.0,16.81,2.5,6.4,8.4,8.4,113.0,2.0,SE,SE,1980.0,50000.0,1974.0
