,Glacier ID,Political Unit,Continent,Basin Code,Location Code,Glacier Code,Glacier Name,Latitude,Longitude,Primary Class,Glacier Source,Glacier Form,Glacier Activity,Minimum Elevation,Minimum Elevation Exposed,Mean Elevation,Maximum Elevation,Snow Line Elevation,Snow Line Accuracy,Glacier Area,Area Accuracy,Area Exposed,Mean Width,Mean Length,Maximum Length,Maximum Length Exposed,Mean Depth,Depth Accuracy,Accumulation Orientation,Ablation Orientation,Topographic Map Year,Topographic Map Scale,Photograph Year
44206,CN5O291B0040,CHINA,ASIA,O291,B0,40,NONGCANGKONG,29.42,96.32600000000001,5.0,0.0,3.0,2.0,3480.0,3480.0,4400.0,5825.0,4150.0,2.0,12.0,1.0,12.0,1.6,7.7,7.7,7.7,101.0,2.0,SE,SE,1983.0,60000.0,1980.0
44270,CN5O291B0104,CHINA,ASIA,O291,B0,104,SONGYU,29.38,96.45700000000001,5.0,0.0,3.0,2.0,3270.0,3270.0,4500.0,6606.0,3800.0,2.0,29.75,1.0,29.75,3.4,8.7,9.3,9.3,136.0,2.0,S,SE,1983.0,60000.0,1980.0
44345,CN5O291B0179,CHINA,ASIA,O291,B0,179,XUEYOUZUO,29.166999999999998,96.75,5.0,0.0,3.0,2.0,2610.0,2610.0,4800.0,6882.0,4090.0,2.0,21.65,1.0,21.65,1.6,13.6,13.6,13.6,123.0,2.0,SE,SE,1983.0,60000.0,1980.0
44414,CN5O291B0248,CHINA,ASIA,O291,B0,248,QINGGU,29.069000000000003,97.116,5.0,0.0,2.0,2.0,3780.0,3780.0,4800.0,5600.0,4700.0,2.0,13.5,1.0,13.5,2.1,6.5,7.2,7.2,106.0,2.0,SW,S,1983.0,60000.0,1980.0
44528,CN5O291B0362,CHINA,ASIA,O291,B0,362,GONGZA,29.093000000000004,97.134,5.0,0.0,3.0,2.0,4190.0,4190.0,5100.0,6019.0,5050.0,2.0,15.75,1.0,15.75,1.8,8.9,8.9,8.9,110.0,2.0,E,SE,1983.0,60000.0,1980.0
44881,CN5Q153H0005,CHINA,ASIA,Q153,H0,5,XIAOHONG,35.113,78.294,6.0,1.0,5.0,0.0,5470.0,5470.0,5973.0,6475.0,5810.0,2.0,3.43,1.0,3.43,0.9,3.6,3.8,3.8,66.0,2.0,N,N,1983.0,50000.0,1980.0
44944,CN5Q153I0048,CHINA,ASIA,Q153,I0,48,LONGSHANLING,35.094,78.509,5.0,1.0,5.0,0.0,5700.0,5700.0,5995.0,6289.0,5920.0,2.0,2.33,1.0,2.33,0.9,2.4,2.5,2.5,57.0,2.0,SE,SE,1910.0,50000.0,1980.0
44962,CN5Q153I0066,CHINA,ASIA,Q153,I0,66,BEIDONGGUA,34.972,78.378,5.0,2.0,3.0,2.0,5340.0,5340.0,5821.0,6301.0,5750.0,2.0,8.18,1.0,8.18,1.3,6.3,6.4,6.4,89.0,2.0,N,N,1910.0,50000.0,1980.0
45003,CN5Q153K0017,CHINA,ASIA,Q153,K0,17,HUASHI,34.885999999999996,78.298,5.0,1.0,4.0,0.0,5215.0,5215.0,5868.0,6521.0,5590.0,2.0,4.7,1.0,4.7,1.3,3.4,4.9,4.9,73.0,2.0,NE,NE,1983.0,50000.0,1980.0
45009,CN5Q153K0023,CHINA,ASIA,Q153,K0,23,SHUANGFENG,34.89,78.27199999999999,5.0,2.0,3.0,0.0,5150.0,5150.0,5876.0,6601.0,5740.0,2.0,7.55,1.0,7.45,1.5,5.0,7.4,6.8,86.0,2.0,NE,NE,1983.0,50000.0,1980.0
45021,CN5Q153K0035,CHINA,ASIA,Q153,K0,35,SANJIAO,34.979,78.203,5.0,1.0,3.0,2.0,5410.0,5410.0,5926.0,6441.0,5770.0,2.0,4.65,1.0,4.47,1.0,4.7,4.9,4.7,73.0,2.0,E,E,1983.0,50000.0,1980.0
45025,CN5Q153K0039,CHINA,ASIA,Q153,K0,39,BAIYUN,34.955999999999996,78.346,5.0,2.0,3.0,2.0,5440.0,5440.0,5951.0,6461.0,5730.0,2.0,6.68,1.0,6.68,1.6,4.3,4.6,4.6,82.0,2.0,NW,NW,1983.0,50000.0,1980.0
45032,CN5Q153K0046,CHINA,ASIA,Q153,K0,46,XIANREN,34.94,78.37100000000001,5.0,1.0,4.0,0.0,5460.0,5460.0,5883.0,6305.0,5800.0,2.0,3.75,1.0,3.75,1.1,3.7,3.9,3.9,68.0,2.0,E,E,1983.0,50000.0,1980.0
45034,CN5Q153K0048,CHINA,ASIA,Q153,K0,48,DONGGUA,34.946,78.408,5.0,2.0,2.0,0.0,5160.0,5160.0,5731.0,6301.0,5900.0,2.0,7.13,1.0,7.13,1.2,1.1,7.0,7.0,85.0,2.0,E,SW,1983.0,50000.0,1980.0
45050,CN5Q153K0064,CHINA,ASIA,Q153,K0,64,YUDING,34.8,78.406,4.0,1.0,2.0,2.0,5150.0,5150.0,5973.0,6795.0,5630.0,2.0,6.03,1.0,5.93,0.8,7.7,7.9,7.9,80.0,2.0,NW,NW,1983.0,50000.0,1980.0
45207,CN5Q153K0221,CHINA,ASIA,Q153,K0,221,JIULONG,34.569,78.439,5.0,1.0,3.0,2.0,5250.0,5250.0,5927.0,6603.0,5810.0,2.0,7.12,1.0,7.03,0.9,7.5,7.8,7.5,84.0,2.0,N,N,1983.0,50000.0,1980.0
45236,CN5Q153K0250,CHINA,ASIA,Q153,K0,250,LIANYUNSHAN,34.713,78.27199999999999,5.0,1.0,4.0,2.0,5150.0,5150.0,5676.0,6202.0,5590.0,2.0,2.05,1.0,1.93,0.6,3.1,3.2,3.2,55.0,2.0,N,N,1983.0,50000.0,1980.0
45264,CN5Q153N0022,CHINA,ASIA,Q153,N0,22,SANKANSHAN,34.419000000000004,79.07600000000001,6.0,1.0,5.0,2.0,5569.0,5569.0,5861.0,6153.0,5810.0,2.0,1.86,1.0,1.86,0.8,2.3,3.1,3.1,53.0,2.0,N,N,1983.0,50000.0,1980.0
45454,CN5Q161B0090,CHINA,ASIA,Q161,B0,90,TUQIONG,31.151999999999997,81.257,5.0,1.0,4.0,2.0,5610.0,5610.0,5848.0,6086.0,5750.0,2.0,1.0,1.0,1.0,0.6,1.8,2.0,2.0,42.0,2.0,NW,NW,1983.0,50000.0,1971.0
45840,CN5Q162B0082,CHINA,ASIA,Q162,B0,82,DONGBO,31.910999999999998,79.96,6.0,1.0,5.0,0.0,5630.0,5630.0,5896.0,6162.0,5850.0,2.0,2.3,1.0,2.3,0.9,2.5,2.9,2.9,57.0,2.0,SE,NE,1983.0,100000.0,1980.0
45847,CN5Q162B0089,CHINA,ASIA,Q162,B0,89,NADUO,31.925,79.958,5.0,1.0,4.0,2.0,5510.0,5510.0,5880.0,6250.0,5930.0,2.0,3.88,1.0,3.88,1.0,3.7,5.5,5.5,69.0,2.0,E,NE,1983.0,100000.0,1980.0
45868,CN5Q162B0110,CHINA,ASIA,Q162,B0,110,TAJIANGDAER,32.025,79.877,5.0,1.0,4.0,2.0,5430.0,5430.0,5764.0,6098.0,5790.0,2.0,5.9,1.0,5.3,1.1,5.0,5.3,5.3,79.0,2.0,NE,NE,1983.0,100000.0,1980.0
45892,CN5Q162B0134,CHINA,ASIA,Q162,B0,134,WENG,32.097,79.87899999999999,5.0,1.0,5.0,2.0,5530.0,5530.0,5946.0,6362.0,5970.0,2.0,2.0,1.0,1.95,0.6,3.3,3.5,2.9,54.0,2.0,NE,NE,1983.0,100000.0,1980.0
45897,CN5Q162B0139,CHINA,ASIA,Q162,B0,139,ALONG,32.114000000000004,79.836,5.0,1.0,3.0,2.0,5319.0,5319.0,5830.0,6340.0,5850.0,2.0,11.55,1.0,11.55,1.4,8.2,8.4,8.4,100.0,2.0,SE,NE,1983.0,100000.0,1980.0
45913,CN5Q162B0155,CHINA,ASIA,Q162,B0,155,DONGCHAITA,32.187,79.813,5.0,1.0,3.0,2.0,5410.0,5410.0,5952.0,6493.0,5870.0,2.0,5.58,1.0,5.45,1.2,5.4,5.6,5.1,78.0,2.0,N,NW,1983.0,100000.0,1980.0
46258,CN5Q331A0014,CHINA,ASIA,Q331,A0,14,GAZHI,31.897,78.816,5.0,1.0,4.0,2.0,4970.0,4970.0,5579.0,6187.0,5500.0,2.0,2.33,1.0,1.88,0.8,3.0,3.1,1.7,57.0,2.0,SE,SE,1983.0,50000.0,1980.0
46579,CN5Q335A0002,CHINA,ASIA,Q335,A0,2,KANGNONG,30.375,82.035,5.0,1.0,3.0,0.0,5500.0,5500.0,5890.0,6256.0,5695.0,3.0,3.52,1.0,3.52,1.0,3.6,3.6,3.6,66.0,2.0,N,N,1981.0,100000.0,1974.0
46816,CN5Q33600038,CHINA,ASIA,Q336,0,38,MINGZHEN,30.538,80.393,5.0,1.0,3.0,2.0,4973.0,4973.0,5426.0,5879.0,5370.0,2.0,5.93,1.0,5.93,1.3,4.6,4.8,4.8,79.0,2.0,N,NE,1983.0,100000.0,1980.0
46837,CN5Q33600059,CHINA,ASIA,Q336,0,59,DUOBU,30.586,80.294,4.0,2.0,2.0,2.0,4950.0,4950.0,5545.0,6140.0,5470.0,2.0,13.18,1.0,13.18,1.2,1.1,11.3,11.3,104.0,2.0,NE,NE,1983.0,100000.0,1980.0
46842,CN5Q33600064,CHINA,ASIA,Q336,0,64,LASHA,30.596,80.23100000000001,5.0,1.0,2.0,2.0,5110.0,5110.0,5610.0,6110.0,5600.0,2.0,10.83,1.0,10.83,1.2,8.7,8.8,8.8,97.0,2.0,N,N,1983.0,100000.0,1980.0
46929,CN5Q33700076,CHINA,ASIA,Q337,0,76,DONGMENBARI,30.988000000000003,79.643,4.0,2.0,2.0,2.0,5496.0,5496.0,6089.0,6681.0,5920.0,2.0,22.25,1.0,20.95,1.7,13.0,13.3,13.3,124.0,2.0,NW,NW,1983.0,80000.0,1980.0
46944,CN5Q33700091,CHINA,ASIA,Q337,0,91,MENBARI,30.986,79.58,4.0,2.0,2.0,2.0,5010.0,5010.0,6176.0,7342.0,5900.0,2.0,52.4,1.0,50.11,1.6,17.0,17.2,17.2,163.0,2.0,N,N,1983.0,80000.0,1980.0
46949,CN5Q33700096,CHINA,ASIA,Q337,0,96,KAMEITE,31.054000000000002,79.567,3.0,1.0,8.0,2.0,5650.0,5650.0,6120.0,6589.0,6050.0,2.0,7.88,1.0,7.88,1.2,6.3,6.6,6.6,88.0,2.0,NE,NE,1983.0,80000.0,1980.0
46951,CN5Q33700098,CHINA,ASIA,Q337,0,98,XIMENBARI,31.068,79.523,4.0,1.0,2.0,2.0,5374.0,5374.0,6156.0,6938.0,5950.0,2.0,25.3,1.0,24.9,2.3,10.4,10.6,10.6,129.0,2.0,NE,NE,1983.0,80000.0,1980.0
46968,CN5Q33700115,CHINA,ASIA,Q337,0,115,ZHONGNI,31.069000000000003,79.433,4.0,1.0,2.0,2.0,5200.0,5200.0,6069.0,6938.0,5830.0,2.0,27.8,1.0,26.23,2.1,13.0,13.3,13.3,133.0,2.0,N,N,1983.0,80000.0,1980.0
53612,CN5Y624D0038,CHINA,ASIA,Y624,D0,38,SHENSHECHUAN,36.594,87.40799999999999,5.0,1.0,2.0,0.0,5100.0,5100.0,5480.0,5918.0,5420.0,3.0,6.94,1.0,6.94,1.3,5.2,5.3,5.3,84.0,2.0,NW,NW,1977.0,100000.0,1972.0
53641,CN5Y624E0026,CHINA,ASIA,Y624,E0,26,SHETOU,36.486999999999995,87.338,5.0,1.0,2.0,0.0,5120.0,5120.0,5600.0,6320.0,5540.0,3.0,18.34,1.0,18.34,2.2,8.3,9.2,9.2,116.0,3.0,NW,NW,1977.0,100000.0,1972.0
53647,CN5Y624E0032,CHINA,ASIA,Y624,E0,32,YULINCHUAN,36.413000000000004,87.315,5.0,1.0,2.0,0.0,5160.0,5160.0,5800.0,6925.0,5640.0,3.0,103.53,1.0,103.53,7.7,13.5,14.0,14.0,203.0,4.0,NW,NW,1977.0,100000.0,1972.0
54771,CN5Y641F0063,CHINA,ASIA,Y641,F0,63,YULONG,35.399,81.30199999999999,5.0,1.0,1.0,0.0,5140.0,5140.0,6120.0,6778.0,6020.0,3.0,139.07,1.0,139.07,5.1,27.5,30.9,30.9,223.0,4.0,NE,NW,1976.0,100000.0,1971.0
54839,CN5Y641G0023,CHINA,ASIA,Y641,G0,23,DUOFENG,35.431,80.968,5.0,1.0,1.0,0.0,4590.0,4590.0,6160.0,6957.0,5960.0,3.0,251.7,1.0,251.7,9.4,26.8,31.0,31.0,268.0,4.0,NE,NE,1976.0,100000.0,1970.0
54871,CN5Y641G0055,CHINA,ASIA,Y641,G0,55,KUNLUN,35.449,80.785,5.0,1.0,1.0,0.0,4882.0,4882.0,5880.0,6785.0,5920.0,3.0,200.02,1.0,200.02,8.9,22.6,23.6,23.6,249.0,4.0,NE,NE,1976.0,100000.0,1970.0
54884,CN5Y641G0068,CHINA,ASIA,Y641,G0,68,XIYULONG,35.51,80.654,5.0,1.0,1.0,0.0,5140.0,5140.0,5960.0,6532.0,5900.0,3.0,125.86,1.0,125.86,5.9,21.4,21.9,21.9,216.0,4.0,NE,NE,1976.0,100000.0,1970.0
55003,CN5Y641H0074,CHINA,ASIA,Y641,H0,74,XIKUNLUN,35.549,80.487,5.0,1.0,1.0,0.0,5120.0,5120.0,5880.0,6522.0,5900.0,3.0,131.78,1.0,131.78,8.6,15.4,18.5,18.5,219.0,4.0,NE,NE,1976.0,100000.0,1970.0
56024,CN5Y642D0075,CHINA,ASIA,Y642,D0,75,QIONGKALAZI,36.198,79.296,5.0,1.0,2.0,0.0,4480.0,4480.0,5360.0,6070.0,5300.0,3.0,17.66,1.0,17.66,2.0,8.9,9.0,9.0,115.0,3.0,NW,NW,1972.0,100000.0,1968.0
56602,CN5Y642Q0027,CHINA,ASIA,Y642,Q0,27,GUNSHIHE,35.923,79.455,5.0,1.0,2.0,0.0,5300.0,5300.0,6120.0,6599.0,6010.0,3.0,18.49,1.0,18.49,1.9,9.8,10.0,10.0,116.0,2.0,NW,SW,1972.0,100000.0,1968.0
57731,CN5Y644I0160,CHINA,ASIA,Y644,I0,160,TURISU,36.494,77.449,5.0,1.0,2.0,0.0,5110.0,5110.0,5680.0,6312.0,5580.0,3.0,30.96,1.0,30.96,4.1,7.6,8.4,8.4,138.0,4.0,NE,NE,1972.0,100000.0,1986.0
57789,CN5Y644J0011,CHINA,ASIA,Y644,J0,11,KELIYANG,36.734,77.794,5.0,1.0,2.0,0.0,4800.0,4800.0,5480.0,6396.0,5340.0,3.0,31.92,1.0,31.92,3.4,9.3,12.9,12.9,139.0,4.0,NE,NE,1972.0,100000.0,1968.0
58648,CN5Y652G0059,CHINA,ASIA,Y652,G0,59,TAXITULUKE,36.648,77.41,5.0,1.0,2.0,0.0,4960.0,4960.0,5440.0,6140.0,5420.0,3.0,9.86,1.0,9.86,1.6,6.2,6.3,6.3,94.0,3.0,NE,NE,1972.0,100000.0,1968.0
59123,CN5Y653K0072,CHINA,ASIA,Y653,K0,72,KALAKUNLUN,35.525,77.417,5.0,1.0,2.0,0.0,5220.0,5220.0,5700.0,6659.0,5670.0,3.0,76.7,1.0,76.7,3.8,20.3,20.7,20.7,184.0,4.0,SE,NE,1983.0,50000.0,1976.0
59155,CN5Y653K0104,CHINA,ASIA,Y653,K0,104,AJILI,35.671,77.483,5.0,1.0,2.0,0.0,5200.0,5200.0,5780.0,5710.0,5730.0,3.0,56.25,1.0,56.25,4.2,13.4,14.7,14.7,167.0,4.0,E,E,1983.0,50000.0,1976.0
59188,CN5Y653K0137,CHINA,ASIA,Y653,K0,137,SHALEIKE,35.717,77.433,5.0,1.0,2.0,0.0,5000.0,5000.0,5800.0,6808.0,5730.0,3.0,72.88,1.0,72.88,4.8,15.3,17.6,17.6,181.0,4.0,NE,NE,1983.0,50000.0,1976.0
59307,CN5Y653L0058,CHINA,ASIA,Y653,L0,58,SHASIKUMUBA,35.95,77.183,5.0,1.0,2.0,0.0,5200.0,5200.0,5900.0,6634.0,5750.0,3.0,46.94,1.0,46.94,3.8,12.5,14.0,14.0,158.0,4.0,N,N,1981.0,50000.0,1976.0
59858,CN5Y653R0037,CHINA,ASIA,Y653,R0,37,SETANGGOU,36.548,76.27199999999999,5.0,1.0,2.0,0.0,4180.0,4180.0,5100.0,6290.0,5300.0,3.0,4.14,1.0,4.14,0.5,8.1,8.2,8.2,70.0,2.0,NE,NE,1972.0,100000.0,1968.0
59859,CN5Y653R0038,CHINA,ASIA,Y653,R0,38,CHAHEKOU,36.554,76.236,6.0,1.0,0.0,0.0,4080.0,4080.0,4800.0,5480.0,4940.0,3.0,2.59,1.0,2.59,0.5,5.7,5.8,5.8,59.0,2.0,NE,NE,1972.0,100000.0,1968.0
59868,CN5Y654A0007,CHINA,ASIA,Y654,A0,7,TATULUGOU,36.314,76.437,5.0,1.0,2.0,0.0,4880.0,4880.0,5480.0,6352.0,5380.0,3.0,17.48,1.0,17.48,1.6,10.6,11.5,11.5,114.0,3.0,NW,NW,1972.0,100000.0,1968.0
59941,CN5Y654C0031,CHINA,ASIA,Y654,C0,31,QIUYIN,36.067,76.79,5.0,1.0,2.0,0.0,4830.0,4830.0,5680.0,6755.0,5420.0,3.0,4.53,1.0,4.53,0.9,5.3,5.4,5.4,72.0,2.0,NW,NW,1981.0,100000.0,1976.0
59971,CN5Y654C0061,CHINA,ASIA,Y654,C0,61,LONGGEPAMAERBO,35.749,77.207,5.0,1.0,2.0,0.0,5160.0,5160.0,5900.0,6552.0,6010.0,3.0,14.68,1.0,14.68,1.8,8.0,9.5,9.5,108.0,3.0,NW,SE,1981.0,100000.0,1976.0
59991,CN5Y654C0081,CHINA,ASIA,Y654,C0,81,SHENGLINANDABAN,35.573,77.421,5.0,1.0,2.0,0.0,5280.0,5280.0,5780.0,6283.0,5650.0,3.0,32.06,1.0,32.06,3.6,8.9,10.0,10.0,139.0,4.0,NE,NE,1981.0,100000.0,1976.0
60002,CN5Y654C0092,CHINA,ASIA,Y654,C0,92,KELEQING,35.567,77.345,5.0,1.0,2.0,0.0,5014.0,5014.0,5660.0,6618.0,5490.0,3.0,42.14,1.0,42.14,3.2,13.2,14.5,14.5,152.0,4.0,N,NW,1981.0,100000.0,1976.0
60026,CN5Y654C0116,CHINA,ASIA,Y654,C0,116,KEYAJIER,35.575,77.226,5.0,1.0,1.0,0.0,4760.0,4760.0,5460.0,7243.0,5420.0,3.0,105.6,1.0,105.6,5.4,19.7,20.8,20.8,204.0,4.0,N,NW,1981.0,100000.0,1976.0
60038,CN5Y654C0128,CHINA,ASIA,Y654,C0,128,TELAMUKANLI,35.621,77.09899999999999,5.0,1.0,1.0,0.0,4520.0,4520.0,5400.0,7441.0,5390.0,3.0,124.53,1.0,124.53,5.3,23.3,28.0,28.0,215.0,4.0,NE,NW,1981.0,100000.0,1976.0
60055,CN5Y654C0145,CHINA,ASIA,Y654,C0,145,SHAKESIGAN,35.65,76.928,5.0,1.0,2.0,0.0,4412.0,4412.0,5340.0,7172.0,5280.0,3.0,83.51,1.0,83.51,3.4,24.4,27.8,27.8,189.0,4.0,NW,NW,1981.0,100000.0,1976.0
60067,CN5Y654C0157,CHINA,ASIA,Y654,C0,157,WUERDUOKE,35.717,76.767,5.0,1.0,2.0,0.0,4260.0,4260.0,5100.0,8080.0,5130.0,3.0,97.56,1.0,97.56,3.9,25.3,27.5,27.5,199.0,4.0,NE,NE,1981.0,100000.0,1976.0
60073,CN5Y654C0163,CHINA,ASIA,Y654,C0,163,GASHELUOLUMU,35.817,76.642,5.0,1.0,1.0,0.0,4250.0,4250.0,5220.0,8051.0,5540.0,3.0,119.8,1.0,119.8,5.2,23.0,26.0,26.0,212.0,4.0,NE,NE,1981.0,100000.0,1976.0
60125,CN5Y654D0016,CHINA,ASIA,Y654,D0,16,QIAOGELI,35.929,76.517,5.0,1.0,2.0,0.0,4150.0,4150.0,5360.0,8611.0,5330.0,3.0,91.19,1.0,91.19,4.9,18.6,21.3,21.3,195.0,4.0,NW,NW,1981.0,100000.0,1976.0
60151,CN5Y654D0042,CHINA,ASIA,Y654,D0,42,MUSITA,35.883,76.217,5.0,1.0,1.0,0.0,4100.0,4100.0,5200.0,7410.0,5230.0,3.0,196.76,1.0,196.76,7.7,25.6,29.4,29.4,248.0,4.0,NE,NE,1981.0,100000.0,1976.0
60162,CN5Y654D0053,CHINA,ASIA,Y654,D0,53,YINSUGAITI,36.15,76.017,5.0,1.0,1.0,0.0,4000.0,4000.0,5080.0,7030.0,5420.0,3.0,379.97,1.0,379.97,9.5,40.0,42.0,42.0,305.0,4.0,NE,E,1981.0,100000.0,1976.0
60997,CN5Y656I0016,CHINA,ASIA,Y656,I0,16,KUOSIKULAKE,38.247,75.133,5.0,1.0,2.0,0.0,4600.0,4600.0,5660.0,7028.0,5510.0,3.0,16.69,1.0,16.69,1.6,10.5,11.1,11.1,112.0,3.0,SW,SW,1981.0,50000.0,1976.0
61006,CN5Y656I0025,CHINA,ASIA,Y656,I0,25,KUOKUOSELE,38.211999999999996,75.182,5.0,1.0,2.0,0.0,4540.0,4540.0,5480.0,6841.0,5390.0,3.0,20.86,1.0,20.86,2.7,7.6,8.6,8.6,121.0,2.0,SW,SW,1981.0,50000.0,1976.0
61191,CN5Y662D0035,CHINA,ASIA,Y662,D0,35,QIMUGAN,38.542,75.319,5.0,1.0,1.0,2.0,3120.0,3800.0,4800.0,7649.0,4420.0,3.0,103.71,1.0,84.16,5.5,18.8,21.0,12.0,203.0,2.0,SE,E,1985.0,100000.0,1964.0
61243,CN5Y663B0025,CHINA,ASIA,Y663,B0,25,KELAYAYILAKE,38.623000000000005,75.286,5.0,1.0,1.0,2.0,2780.0,3640.0,4600.0,7530.0,4220.0,3.0,128.15,1.0,106.45,6.8,18.7,20.3,7.9,217.0,3.0,N,N,1985.0,100000.0,1963.0
61369,CN5Y663D0087,CHINA,ASIA,Y663,D0,87,KEKESAYI,38.241,75.17399999999999,5.0,1.0,2.0,2.0,3890.0,4520.0,4880.0,7184.0,4900.0,3.0,86.5,1.0,71.05,4.5,19.3,20.7,9.7,191.0,3.0,E,NE,1985.0,100000.0,1963.0
61394,CN5Y663E0008,CHINA,ASIA,Y663,E0,8,KEMATULEJIA,38.295,75.081,5.0,1.0,3.0,2.0,4320.0,4320.0,5960.0,7509.0,5940.0,3.0,8.91,1.0,8.91,1.0,9.2,9.4,9.4,91.0,2.0,W,W,1985.0,100000.0,1963.0
61400,CN5Y663E0014,CHINA,ASIA,Y663,E0,14,KALAXIONG,38.246,75.10300000000001,5.0,1.0,2.0,2.0,4640.0,4640.0,5800.0,7277.0,5760.0,3.0,14.61,1.0,14.61,1.7,8.6,8.6,8.6,108.0,3.0,W,NW,1985.0,100000.0,1963.0
61825,CN5Y664B0010,CHINA,ASIA,Y664,B0,10,KEQIKETUOER,39.211,74.65100000000001,5.0,1.0,3.0,2.0,3720.0,3720.0,4360.0,5800.0,4160.0,3.0,11.31,1.0,11.31,1.5,7.3,8.2,8.2,99.0,3.0,NW,N,1985.0,100000.0,1963.0
61836,CN5Y664B0021,CHINA,ASIA,Y664,B0,21,WUERTUOTUOER,39.262,74.509,5.0,1.0,3.0,2.0,4040.0,4040.0,4480.0,5582.0,4460.0,3.0,3.61,1.0,3.61,0.8,4.6,4.6,4.6,67.0,2.0,N,NE,1985.0,100000.0,1963.0
61845,CN5Y664C0006,CHINA,ASIA,Y664,C0,6,AYILANAMA,39.257,74.44800000000001,5.0,1.0,2.0,2.0,3800.0,3800.0,4640.0,5842.0,4220.0,3.0,30.2,1.0,30.2,2.7,11.0,13.1,13.1,137.0,3.0,NE,NE,1985.0,100000.0,1963.0
61874,CN5Y665C0001,CHINA,ASIA,Y665,C0,1,WUERMINGTIEGAI,39.3,75.32,5.0,1.0,4.0,2.0,4280.0,4280.0,4680.0,5320.0,4460.0,3.0,2.57,1.0,2.57,0.9,2.9,2.9,2.9,59.0,2.0,NE,NE,1985.0,100000.0,1963.0
68827,CN5Z112D0008,CHINA,ASIA,Z112,D0,8,XIMONUOMAHA,36.074,90.90899999999999,5.0,1.0,2.0,0.0,5080.0,5080.0,5480.0,6860.0,5480.0,3.0,67.91,1.0,67.91,4.3,15.9,16.0,16.0,177.0,4.0,N,NW,1976.0,100000.0,1971.0
69176,CN5Z141E0014,CHINA,ASIA,Z141,E0,14,BINGLINCHUAN,36.398,87.416,5.0,1.0,2.0,0.0,5230.0,5230.0,6100.0,6973.0,5700.0,3.0,66.7,1.0,66.7,3.5,18.8,19.1,19.1,176.0,2.0,SE,E,1977.0,100000.0,1972.0
72238,CN5Z421I0054,CHINA,ASIA,Z421,I0,54,ZHANJIN,34.303000000000004,80.061,5.0,1.0,2.0,0.0,5410.0,5410.0,5990.0,6570.0,6000.0,3.0,22.55,1.0,22.55,1.9,11.8,11.8,11.8,124.0,3.0,SE,SE,1970.0,100000.0,1968.0
72679,CN5Z431B0014,CHINA,ASIA,Z431,B0,14,GUOZA,35.274,81.08800000000001,5.0,1.0,7.0,1.0,5390.0,5390.0,5960.0,6530.0,5920.0,3.0,33.47,1.0,33.47,2.8,11.3,13.1,13.1,141.0,4.0,S,SW,1976.0,100000.0,1970.0
72681,CN5Z431C0001,CHINA,ASIA,Z431,C0,1,CHONGCE,35.299,81.229,5.0,1.0,2.0,1.0,5320.0,5320.0,6160.0,6903.0,6120.0,3.0,163.06,1.0,163.06,4.8,26.3,28.7,28.7,234.0,4.0,SE,SE,1976.0,100000.0,1970.0
72750,CN5Z431G0013,CHINA,ASIA,Z431,G0,13,YUEYA,34.779,82.34,5.0,1.0,2.0,0.0,5340.0,5340.0,5890.0,6356.0,5780.0,3.0,33.78,1.0,33.78,3.4,9.5,10.2,10.2,142.0,4.0,NW,NW,1976.0,100000.0,1971.0
73110,CN5Z433B0047,CHINA,ASIA,Z433,B0,47,QUANSHUI,35.465,80.41,5.0,1.0,2.0,1.0,5470.0,5470.0,5970.0,6386.0,5860.0,3.0,30.64,1.0,30.64,3.2,9.6,10.8,10.8,137.0,4.0,S,S,1972.0,100000.0,1968.0
73116,CN5Z433C0005,CHINA,ASIA,Z433,C0,5,BINGSHUIHE,35.437,80.495,5.0,1.0,2.0,1.0,5450.0,5450.0,6050.0,6546.0,5875.0,3.0,87.08,1.0,87.08,6.2,13.6,16.2,16.2,192.0,4.0,SW,W,1976.0,100000.0,1970.0
73131,CN5Z433C0020,CHINA,ASIA,Z433,C0,20,DUOTA,35.383,80.616,5.0,1.0,2.0,1.0,5440.0,5440.0,6020.0,6498.0,5927.0,3.0,82.32,1.0,82.32,6.6,12.3,15.6,15.6,189.0,4.0,S,S,1976.0,100000.0,1970.0
73138,CN5Z433C0027,CHINA,ASIA,Z433,C0,27,GONGXING,35.323,80.67,5.0,1.0,2.0,2.0,5360.0,5360.0,6090.0,6721.0,5940.0,3.0,113.8,1.0,113.8,6.5,16.9,20.5,20.5,209.0,4.0,S,S,1976.0,100000.0,1970.0
73153,CN5Z433D0004,CHINA,ASIA,Z433,D0,4,LITIAN,35.239000000000004,80.78699999999999,5.0,1.0,2.0,0.0,5400.0,5400.0,5950.0,6433.0,5910.0,3.0,22.2,1.0,22.2,2.2,10.0,10.0,10.0,124.0,2.0,SE,SE,1976.0,100000.0,1970.0
73157,CN5Z433D0008,CHINA,ASIA,Z433,D0,8,ZHONGFENG,35.299,80.922,5.0,1.0,2.0,1.0,5400.0,5400.0,6230.0,7167.0,5965.0,3.0,241.0,1.0,241.0,12.4,19.2,23.4,23.4,265.0,4.0,S,SW,1976.0,100000.0,1970.0
73662,CN5Z614K0006,CHINA,ASIA,Z614,K0,6,XIPO,33.486,86.77,5.0,1.0,3.0,1.0,5430.0,5430.0,5787.0,6143.0,5720.0,3.0,5.99,1.0,5.99,1.0,5.8,5.8,5.8,80.0,2.0,NE,E,1976.0,100000.0,1971.0
